SourceIP,DestinationIP,SourcePort,DestinationPort,TimeStamp,Duration,FlowBytesSent,FlowSentRate,FlowBytesReceived,FlowReceivedRate,PacketLengthVariance,PacketLengthStandardDeviation,PacketLengthMean,PacketLengthMedian,PacketLengthMode,PacketLengthSkewFromMedian,PacketLengthSkewFromMode,PacketLengthCoefficientofVariation,PacketTimeVariance,PacketTimeStandardDeviation,PacketTimeMean,PacketTimeMedian,PacketTimeMode,PacketTimeSkewFromMedian,PacketTimeSkewFromMode,PacketTimeCoefficientofVariation,ResponseTimeTimeVariance,ResponseTimeTimeStandardDeviation,ResponseTimeTimeMean,ResponseTimeTimeMedian,ResponseTimeTimeMode,ResponseTimeTimeSkewFromMedian,ResponseTimeTimeSkewFromMode,ResponseTimeTimeCoefficientofVariation,Label
142.250.112.155,172.17.0.2,443,48026,2023-10-28 12:53:09,22.17001,3227,145.55699343392268,0,0.0,27874.13296398891,166.9554819824402,169.8421052631579,97.0,66,1.3088897303321705,0.6219748164608314,0.9830040773679468,44.18605146114942,6.647258943440478,2.955011052631579,0.115006,0.0,1.281733603337703,0.4445458011753231,2.249486998541266,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
104.244.42.5,172.17.0.2,443,36060,2023-10-28 12:53:09,22.270511,15051,675.8264325412201,0,0.0,51838.99568399324,227.68178601722457,206.1780821917808,101.0,66,1.3858563396523589,0.6156754329974207,1.1042967496682874,49.79568074044721,7.056605468668856,15.548760739726028,18.933901,0.0,-1.439136823776208,2.203433479278687,0.453837163410696,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
104.244.42.3,172.17.0.2,443,48210,2023-10-28 12:53:09,22.144649,15304,691.0924621112757,0,0.0,51701.47772096421,227.3795894995068,206.8108108108108,101.0,66,1.3960462903954751,0.6192763876509516,1.0994569800681848,45.86895623587261,6.772662418567207,15.82720562162162,18.976463,0.0,-1.3949864250186357,2.3369252213474345,0.4279127080597879,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.17.0.2,142.250.112.155,48026,443,2023-10-28 12:53:09,22.142104,8093,365.502754390459,0,0.0,717688.0815972221,847.1647310867127,337.2083333333333,97.0,66,0.8506314929749353,0.3201364780441662,2.5122888355469053,18.904914738071703,4.347978235694344,1.8902567083333333,0.135173,2.212636,1.2109653819734847,-0.0741446424501673,2.30020516077312,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
151.101.194.91,172.17.0.2,443,37484,2023-10-28 12:53:09,18.894124,2259,119.56098096953316,0,0.0,33122.65234375,181.99629761000637,141.1875,70.0,66,1.1734442008135562,0.4131265360195224,1.289039735174901,54.00318110678063,7.348685672062768,3.5893175,0.0814595,0.0,1.4320348521650734,0.4884298580963093,2.047376882112761,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
8.8.4.4,172.17.0.2,443,40868,2023-10-28 12:53:09,0.235917,1465,6209.811077624758,0,0.0,24895.05,157.78165292580758,146.5,66.0,66,1.5305962101535255,0.5101987367178419,1.0770078698007344,0.00539899931864,0.0734778831937883,0.0923904,0.0739565,0.0,0.7526305548861415,1.257390604957037,0.7952978144243159,-1,-1,-1,,-1,,-0.0,1.0,DoH
172.17.0.2,151.101.194.91,37484,443,2023-10-28 12:53:09,18.872967,28055,1486.5177266510348,0,0.0,5552668.49609375,2356.410086571043,1753.4375,536.5,66,1.5493111834844169,0.7161051930716754,1.3438802846243696,53.97706541104073,7.346908561499915,3.579204375,0.0601565,0.0,1.4369504583632244,0.4871714878494805,2.0526652830490892,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.17.0.2,8.8.4.4,40868,443,2023-10-28 12:53:09,0.211792,6517,30770.756213643574,0,0.0,1933974.234375,1390.6740216078676,814.625,83.5,66,1.5772028282113637,0.5383181021347158,1.7071339838672612,0.0035510571009375,0.0595907467727792,0.07910475,0.0634885,0.0,0.7861749103201418,1.327467002580586,0.7533143935450051,-1,-1,-1,,-1,,-0.0,1.0,DoH
172.17.0.2,104.244.42.3,48210,443,2023-10-28 12:53:09,22.099726,15563,704.2168758110395,0,0.0,153471.27140495868,391.7540955816016,282.96363636363634,181.0,66,0.7808237681262289,0.5538260832768837,1.384467985413358,48.33980111788444,6.952683015777753,15.489638963636365,18.957129,0.0,-1.4961806953494845,2.227864973634733,0.448860236968721,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.17.0.2,104.244.42.5,36060,443,2023-10-28 12:53:09,22.225363,12931,581.8127694922239,0,0.0,69080.3517355372,262.8314131445045,235.1090909090909,177.0,66,0.6632665047211374,0.6434127826878702,1.1179125916748702,48.63822619754953,6.974111140321004,15.676986818181819,18.963131,0.0,-1.4135754861229215,2.2478831356077644,0.4448629842714791,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
54.158.202.252,172.17.0.2,443,60720,2023-10-28 12:53:09,21.621251,2073,95.8778934669414,0,0.0,47873.85416666666,218.80094644828816,172.75,66.0,66,1.4636591166468675,0.4878863722156225,1.2665756668497143,86.72985249769206,9.312886367699976,5.471503583333333,0.0962415,0.0,1.7315562128975721,0.5875196332589465,1.7020707792402483,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
107.178.254.65,172.17.0.2,443,42574,2023-10-28 12:53:09,22.078801,2520,114.1366326912408,0,0.0,27955.2,167.19808611344808,168.0,97.0,66,1.2739380273496324,0.6100548299984154,0.9952267030562386,54.666001462342386,7.393646019545592,3.4924438666666666,0.056642,0.0,1.3940896781847132,0.4723574617224249,2.1170407605154713,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.17.0.2,54.158.202.252,60720,443,2023-10-28 12:53:09,21.57829,5796,268.60330452505735,0,0.0,740342.0,860.4312872042717,644.0,117.0,66,1.837450617511844,0.671756139735513,1.3360734273358257,79.98819758012868,8.943612110334879,4.846475444444445,0.052449,0.0,1.6080839772460591,0.5418924014877672,1.8453847982634504,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.17.0.2,107.178.254.65,42574,443,2023-10-28 12:53:09,22.051337,7246,328.5968556010912,0,0.0,1137817.5306122447,1066.6853006450613,517.5714285714286,70.0,66,1.258772652911126,0.4233408187947727,2.0609431698910927,31.98182143152706,5.6552472476035085,2.4313762857142858,0.061813,0.0,1.2570077922154976,0.4299328003288655,2.325944890073697,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
23.203.53.96,172.17.0.2,443,49270,2023-10-28 12:53:09,0.075063,1337,17811.704834605596,0,0.0,20810.07638888889,144.25698038184805,111.41666666666669,66.0,54,0.9444950229746,0.3980165570822627,1.294752254736108,0.0006363758228888,0.0252264904988563,0.0521576666666666,0.054876,0.0,-0.3232712850156352,2.0675752209381355,0.4836583403946303,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
23.203.53.96,172.17.0.2,443,49286,2023-10-28 12:53:09,22.000224,2603,118.3169771362328,0,0.0,18763.18820861678,136.9787874403069,123.95238095238096,66.0,66,1.2692267620846545,0.4230755873615515,1.1050920231450037,58.89824944094424,7.674519492511843,3.1926794285714286,0.075923,0.0,1.2183524056245474,0.4160103354596439,2.403786432121005,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
199.232.18.91,172.17.0.2,443,42398,2023-10-28 12:53:09,22.110606,1159,52.418282881979806,0,0.0,26251.950617283943,162.02453708399833,128.77777777777777,66.0,66,1.1623753829069463,0.3874584609689822,1.2581715563036973,106.37587105673423,10.313867899907105,7.4707306666666655,0.268785,0.0,2.0948335978003554,0.724338409136882,1.3805701691169396,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.17.0.2,23.203.53.96,49270,443,2023-10-28 12:53:09,0.057826,4980,86120.43025628611,0,0.0,675286.7438016528,821.7583244492585,452.7272727272728,90.0,66,1.324211493581299,0.4706094982201208,1.815128829104788,0.0003391588465123,0.0184162658134703,0.0454938181818181,0.05779,0.0,-2.003041541003594,2.470306339113671,0.4048080937033879,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
104.16.249.249,172.17.0.2,443,53000,2023-10-28 12:53:09,5.590987,1494,267.21578855397087,0,0.0,25663.840000000004,160.19937577905853,149.4,66.0,66,1.561803838393648,0.5206012794645494,1.0722849784408202,4.91416032191856,2.216790545342198,1.1484682,0.0421275,0.0,1.4972195307191976,0.5180770020934544,1.9302149988499449,-1,-1,-1,,-1,,-0.0,1.0,DoH
172.17.0.2,23.203.53.96,49286,443,2023-10-28 12:53:09,21.97884,66976,3047.294579695744,0,0.0,11547740.23076923,3398.1966144955813,2576.0,544.0,66,1.7938926705996006,0.738627067454888,1.3191757043849306,34.136278890076106,5.8426260268886026,1.7379261153846153,0.0549985,0.053433,0.8641290445287142,0.2883109594268632,3.361837983311269,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.17.0.2,104.16.249.249,53000,443,2023-10-28 12:53:09,5.579359,4459,799.1957499060376,0,0.0,1038432.8571428572,1019.0352580469712,637.0,74.0,66,1.6574500113342965,0.5603338996281132,1.599741378409688,3.766477990710776,1.9407416084349756,0.8257342857142858,0.029632,0.0,1.2306155784791983,0.4254735829465533,2.3503221823424396,-1,-1,-1,,-1,,-0.0,1.0,DoH
13.107.42.14,172.17.0.2,443,53432,2023-10-28 12:53:09,21.928517,4455,203.16011338112833,0,0.0,19984.722164412065,141.36733061217527,143.70967741935485,92.0,54,1.0973471139781432,0.6345856360934116,0.9837008415213092,47.55133070128517,6.895747290996471,6.645456161290323,10.653004,0.0,-1.7434866750158557,0.9637035524731388,1.0376634987322753,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.17.0.2,13.107.42.14,53432,443,2023-10-28 12:53:09,21.907148,12168,555.4351483817063,0,0.0,824023.7066666665,907.7575153457374,405.6,54.0,54,1.161984320888006,0.3873281069626685,2.238060935270556,47.70372446953123,6.9067882890335675,6.863873633333333,10.65515,0.0,-1.6467609291078305,0.9937865974886804,1.0062522502587787,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
35.186.224.16,172.17.0.2,443,56930,2023-10-28 12:53:09,21.865913,11605,530.7347559646835,0,0.0,726989.9848771265,852.6370768839029,504.5652173913044,105.0,66,1.4058685514295672,0.51436329627385,1.6898451329883468,37.657493934290684,6.136570209350716,1.9694860869565216,0.076343,0.0,0.9255054643089436,0.3209424841184868,3.1158230819663495,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
35.186.224.16,172.17.0.2,443,56936,2023-10-28 12:53:09,0.07549,1159,15353.026890978936,0,0.0,26251.950617283943,162.02453708399833,128.77777777777777,66.0,66,1.1623753829069463,0.3874584609689822,1.2581715563036973,0.0005674588686913,0.0238213951877583,0.0438174444444444,0.050475,0.0,-0.8384339586008152,1.8394155379682329,0.5436509474659392,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.17.0.2,199.232.18.91,42398,443,2023-10-28 12:53:09,21.981949,6356,289.1463354773501,0,0.0,3287689.75,1813.1987618570668,794.5,70.0,66,1.1987102824700338,0.4017761402251758,2.28218849824678,111.80567761545343,10.573820388840234,8.33150975,0.2142425,0.0,2.303027747255973,0.7879375139370817,1.2691361717292875,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.17.0.2,35.186.224.16,56930,443,2023-10-28 12:53:09,21.84439,5612,256.9080665562188,0,0.0,221882.4375,471.0439867995345,350.75,70.0,66,1.7880495741440008,0.604508300667859,1.3429621861711605,27.803645438713026,5.272916217683818,1.4230381875,0.0601355,0.0,0.775416845954743,0.2698768819287411,3.705393336595768,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.17.0.2,35.186.224.16,56936,443,2023-10-28 12:53:09,0.054349,4545,83626.19367421663,0,0.0,817486.109375,904.1493844354484,568.125,76.0,66,1.6328883538662695,0.5553562371925158,1.5914620628126703,0.0003632086686093,0.0190580342273114,0.037126125,0.0417935,0.0,-0.7347098254201896,1.9480563712492316,0.5133321677743491,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
199.232.212.194,172.17.0.2,443,42862,2023-10-28 12:53:10,20.913195,7095,339.25949621757934,0,0.0,12136.77183552808,110.16701791156952,116.31147540983606,66.0,66,1.370050938028135,0.4566836460093783,0.9471723879641636,25.784768250535308,5.077870444441775,1.7258760655737704,0.201796,0.0,0.9004247443386577,0.3398818627723971,2.9421987741359796,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.17.0.2,199.232.212.194,42862,443,2023-10-28 12:53:10,20.894866,288701,13816.8390263905,0,0.0,48472319.92637877,6962.206541490906,4656.467741935484,1098.0,66,1.5333361861913954,0.6593409308642069,1.4951690696341065,25.39355272956685,5.039201596440337,1.6925990806451612,0.1890895,0.0,0.8950879728887399,0.3358863598235092,2.9771974084492383,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
142.251.32.10,172.17.0.2,443,37400,2023-10-28 12:53:10,20.672646,714,34.53839435938679,0,0.0,2073.714285714286,45.53805316122205,102.0,101.0,66,0.0658789691640715,0.790547629968859,0.4464515015806083,86.92640051965269,9.323432872051617,5.918910857142857,0.03787,0.0,1.892341888824712,0.6348424382274126,1.575194000565194,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
74.120.184.194,172.17.0.2,443,46954,2023-10-28 12:53:10,0.437067,897,2052.316921661896,0,0.0,37634.583333333336,193.99634876289124,149.5,66.0,54,1.2912614159876246,0.4922773062946832,1.2976344398855602,0.02137039230625,0.146186156342692,0.1299825,0.0764915,0.0,1.0977304829317525,0.8891573816011198,1.1246602915214896,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
74.120.184.194,172.17.0.2,443,46968,2023-10-28 12:53:10,0.155048,1053,6791.4452298643,0,0.0,29184.484375,170.8346697102201,131.625,70.0,54,1.082186656336187,0.4543866893744234,1.2978892285676742,0.00267487823575,0.0517192250111116,0.084749,0.090311,0.0,-0.3226266440847687,1.6386363094534382,0.6102635430637727,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.17.0.2,142.251.32.10,37400,443,2023-10-28 12:53:10,20.65138,2312,111.95377742310684,0,0.0,120333.43209876542,346.89109544461564,256.8888888888889,105.0,66,1.3135726821774765,0.5502847763913447,1.350354610294784,42.06370043134477,6.485653431331709,2.3072108888888887,0.014233,0.0,1.0606384907085924,0.3557406995790008,2.8110362440492302,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
74.120.184.194,172.17.0.2,443,46972,2023-10-28 12:53:10,0.128628,1119,8699.50555089094,0,0.0,26367.111111111117,162.37952799263556,124.33333333333331,66.0,66,1.0777220636331497,0.3592406878777165,1.3060015656244148,0.0016866383632839,0.0410687029656884,0.0696782222222222,0.073137,0.0,-0.2526579264507673,1.6966258291730327,0.5894051492116082,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
74.120.184.194,172.17.0.2,443,46988,2023-10-28 12:53:10,20.149978,1319,65.45912854098401,0,0.0,22019.719008264467,148.3904276166912,119.9090909090909,66.0,66,1.089876721327551,0.363292240442517,1.2375244153022011,79.64880982447396,8.924618189282606,5.560524818181817,0.146794,0.0,1.8198193031999028,0.6230546450557783,1.604995657981935,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
74.120.184.194,172.17.0.2,443,46996,2023-10-28 12:53:10,0.122913,1295,10535.9075118173,0,0.0,22250.198347107435,149.16500376129594,117.72727272727272,66.0,66,1.0403366357309305,0.3467788785769768,1.267038641987842,0.0014019224693388,0.0374422551315868,0.0786865454545454,0.083721,0.0,-0.4033775098023464,2.1015439689198705,0.475840627076658,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
74.120.184.194,172.17.0.2,443,47002,2023-10-28 12:53:10,20.743686,18414,887.6918017366826,0,0.0,61827.22249015599,248.65080432235885,101.73480662983424,66.0,66,0.4311444725934589,0.1437148241978196,2.4441075042004425,8.991925120903982,2.9986538848129807,0.7362601049723756,0.300337,0.0,0.4361187936828826,0.2455302056370185,4.072818647325037,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.17.0.2,74.120.184.194,46968,443,2023-10-28 12:53:10,0.116329,4436,38133.2255929304,0,0.0,1291007.3600000006,1136.2250481308713,887.2,74.0,66,2.1471098564612925,0.7227441441736405,1.2806864834658152,0.00188625923336,0.0434310860255646,0.0663292,0.051611,0.0,1.0166588966716015,1.527228675814298,0.6547807907462276,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.17.0.2,74.120.184.194,46954,443,2023-10-28 12:53:10,0.398219,3102,7789.683566077962,0,0.0,1858602.6666666667,1363.3057861927628,1034.0,74.0,66,2.1125121224951555,0.7100387967275384,1.3184775495094416,0.0281132950246666,0.1676701971868187,0.170096,0.112069,0.0,1.0382345993548177,1.0144677041828636,0.985738625169426,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.217.0.162,172.17.0.2,443,49740,2023-10-28 12:53:10,20.614433,2684,130.20003994288857,0,0.0,16822.34467120182,129.70098176653028,127.8095238095238,66.0,66,1.4296620496084929,0.4765540165361642,1.014799037666593,35.39821649921548,5.949640031062004,2.4658704285714284,0.122209,0.0,1.1817495258548043,0.4144570790329433,2.412795077196677,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
199.232.212.194,172.17.0.2,443,42872,2023-10-28 12:53:10,20.598727,5502,267.10388462354973,0,0.0,52404.77514792899,228.9208927728725,211.6153846153846,87.5,66,1.6265276154395527,0.6360947786441635,1.0817781192465803,41.7973188975681,6.465084600959844,2.723520115384616,0.235269,0.0,1.1546257793820032,0.4212659668800414,2.3737972649586414,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
199.232.212.194,172.17.0.2,443,42886,2023-10-28 12:53:10,0.40006,1113,2782.0826875968605,0,0.0,24769.61,157.38363955634017,111.3,54.0,54,1.092235511166097,0.3640785037220324,1.4140488729230922,0.02302737771749,0.1517477436981848,0.2280471,0.2595715,0.0,-0.6232263999133929,1.5028038931080845,0.6654228170329061,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.17.0.2,74.120.184.194,46972,443,2023-10-28 12:53:10,0.097382,4502,46230.30950278285,0,0.0,470600.5555555555,686.0033203677337,750.3333333333334,670.0,1514,0.3513102529457313,-1.1132113271074275,0.914264753933008,0.0011965257088888,0.0345908327290467,0.0529816666666666,0.0418905,0.0,0.9619167095696856,1.5316678578303424,0.652883061355438,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
199.232.212.194,172.17.0.2,443,42894,2023-10-28 12:53:10,0.391513,1059,2704.8910253299377,0,0.0,27116.44444444444,164.67071519989352,117.66666666666669,54.0,54,1.1598905110003646,0.3866301703334548,1.3994678345600016,0.0248470879600987,0.1576295910040331,0.2148918888888888,0.251706,0.0,-0.7006446735658124,1.3632712457103984,0.7335297382282141,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.17.0.2,74.120.184.194,47002,443,2023-10-28 12:53:10,20.706454,3208431,154948.3557155658,0,0.0,265266827.9141667,16287.014088351698,17824.616666666665,10202.0,2962,1.4040541670774904,0.9125439805013892,0.9137371306733124,6.821566676722178,2.6118129099769334,0.6033899888888888,0.274586,0.0,0.3776732869719134,0.2310234345591843,4.328565203387697,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.17.0.2,74.120.184.194,46988,443,2023-10-28 12:53:10,20.11228,5166,256.8579991925331,0,0.0,999406.8571428572,999.7033845810752,738.0,90.0,66,1.9445767914596304,0.6721993847020944,1.3546116322236792,81.98316411475113,9.054455484166407,5.796082,0.109074,0.0,1.8842683615635127,0.6401358988550611,1.5621682861226613,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.17.0.2,74.120.184.194,46996,443,2023-10-28 12:53:10,0.08537,5310,62199.83600796533,0,0.0,853988.4444444445,924.1149519645512,590.0,78.0,66,1.6621308818071376,0.5670290247831642,1.5662965287534765,0.0008128335460987,0.0285102358127526,0.0628078888888888,0.085322,0.0,-2.3690555832976146,2.202994366703723,0.4539276246522006,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.17.0.2,199.232.212.194,42872,443,2023-10-28 12:53:10,20.579021,10072,489.4304738791996,0,0.0,820101.3055999998,905.5944487462364,402.88,66.0,66,1.115996240258755,0.3719987467529184,2.247801947841135,43.12726317192268,6.567135080986433,2.82420328,0.24688,0.0,1.1773733514917435,0.4300510413097492,2.325305379925213,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.17.0.2,199.232.212.194,42894,443,2023-10-28 12:53:10,0.378054,7042,18626.96863411047,0,0.0,3538501.1875,1881.0904251258096,880.25,82.0,66,1.273064796892917,0.4328606371730066,2.1369956547864923,0.0204600101665,0.1430384919051511,0.2332035,0.23824,0.0,-0.1056324056465801,1.6303548568915087,0.6133634010859664,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.17.0.2,199.232.212.194,42886,443,2023-10-28 12:53:10,0.377811,8552,22635.656452564905,0,0.0,3184503.283950617,1784.517661428605,950.2222222222222,90.0,66,1.446142407243367,0.495496481393383,1.878000345282676,0.0181558673462469,0.1347437098578145,0.2360274444444444,0.237324,0.0,-0.028867148386898,1.7516769034599642,0.5708815353018415,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.17.0.2,172.217.0.162,49740,443,2023-10-28 12:53:10,20.588428,100777,4894.8370414681485,0,0.0,9791182.434963578,3129.086517653927,3250.870967741936,2866.0,5666,0.3689936013950464,-0.7718319767229826,0.9625379009820864,12.870831841505508,3.5875941578592063,1.9032703225806449,2.32687,0.0,-0.354220398501367,0.5305143889843903,1.8849630109267848,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
142.250.191.195,172.17.0.2,443,36920,2023-10-28 12:53:10,20.58037,1138,55.295410140828366,0,0.0,799.7755102040816,28.28030251259844,81.28571428571429,66.0,66,1.6215223594837511,0.5405074531612504,0.3479123331954113,51.67390259627582,7.188456203961725,2.9587465,0.028317,0.0,1.2229730905441025,0.4115969293058176,2.429561371331314,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.17.0.2,142.250.191.195,36920,443,2023-10-28 12:53:10,20.5581,37313,1815.0023591674328,0,0.0,4807407.05859375,2192.580000500267,2332.0625,2709.0,2866,-0.5157451494321711,-0.2435201907698578,0.9401892104093552,24.744316495492743,4.97436593904115,1.2925005625,0.005668,0.0,0.7760783454230836,0.2598322235113124,3.8486373494643256,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
74.120.184.204,172.17.0.2,443,34588,2023-10-28 12:53:10,0.03398,128,3766.9217186580336,0,0.0,100.0,10.0,64.0,64.0,54,0.0,1.0,0.15625,0.0002886601,0.01699,0.01699,0.01699,0.0,0.0,1.0,1.0,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
74.120.184.204,172.17.0.2,443,34600,2023-10-28 12:53:10,0.033773,128,3790.009771118941,0,0.0,100.0,10.0,64.0,64.0,54,0.0,1.0,0.15625,0.00028515388225,0.0168865,0.0168865,0.0168865,0.0,0.0,1.0,1.0,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.17.0.2,74.120.184.204,34600,443,2023-10-28 12:53:10,0.0,74,-1.0,0,-1.0,0.0,0.0,74.0,74.0,74,-10.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,-10.0,-1.0,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.17.0.2,74.120.184.204,34588,443,2023-10-28 12:53:10,0.0,74,-1.0,0,-1.0,0.0,0.0,74.0,74.0,74,-10.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,-10.0,-1.0,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
23.61.12.152,172.17.0.2,443,34428,2023-10-28 12:53:11,20.525122,2830,137.87981382035147,0,0.0,13691.410150891634,117.0102993368175,104.8148148148148,66.0,66,0.99516405909924,0.33172135303308,1.1163526791851843,52.50862148643195,7.246283287757382,3.0885264814814812,0.086743,0.0,1.2427544006813824,0.4262221553909652,2.3461943199145048,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.17.0.2,23.61.12.152,34428,443,2023-10-28 12:53:11,20.508464,102418,4993.938112576348,0,0.0,9534983.442906572,3087.8768503466217,3012.294117647059,1514.0,66,1.45565466849386,0.9541488409151844,1.0250914186157232,33.49584871696544,5.787559824050672,1.8566317058823527,0.06896,0.0,0.9266453014205774,0.3207969787486204,3.1172363402574605,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
146.75.77.229,172.17.0.2,443,57392,2023-10-28 12:53:11,20.284403,2211,109.00000359882418,0,0.0,21896.40234375,147.97433001622275,138.1875,66.0,66,1.4635139755406077,0.4878379918468691,1.0708228314154518,61.29239470754959,7.828945951247178,3.9992833125,0.0632915,0.0,1.508245875119236,0.5108329189401161,1.9575872323866972,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
142.250.191.130,172.17.0.2,443,54074,2023-10-28 12:53:11,20.259891,3958,195.36136694911144,0,0.0,11321.547500000004,106.40276077245366,98.95,66.0,66,0.9290172480711708,0.3096724160237235,1.075318451464918,19.151858125587648,4.376283597481732,1.20191495,0.1150685,0.0,0.7450475448794565,0.2746428386614671,3.641092572716341,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.17.0.2,146.75.77.229,57392,443,2023-10-28 12:53:11,20.263233,9097,448.94119314524,0,0.0,482887.9043209877,694.9013630156352,505.3888888888889,82.0,66,1.827837351123584,0.6323039675474096,1.374983459852856,55.54099594373225,7.452583172547103,3.627272555555556,0.067513,0.0,1.432963365777072,0.4867134618392787,2.054596961877782,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.17.0.2,142.250.191.130,54074,443,2023-10-28 12:53:11,20.233703,177202,8757.764211523714,0,0.0,11147766.952947542,3338.827182252406,4120.976744186047,4266.0,5666,-0.1303061655165864,-0.4627443025582609,0.8102028692500844,9.179276763269646,3.02973212731252,0.6688449302325581,0.091492,0.0,0.5716871056300519,0.220760417795037,4.529797551517776,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
23.60.131.235,172.17.0.2,443,40210,2023-10-28 12:53:11,20.193213,2563,126.92383327011902,0,0.0,26041.23875432525,161.37298024863162,150.76470588235293,74.0,66,1.4270921767215214,0.5252719863743838,1.0703631151879585,57.47369413131806,7.581140688004547,5.105893764705882,0.226819,0.0,1.9307416781326543,0.6734994079169132,1.4847823000957499,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
172.17.0.2,23.60.131.235,40210,443,2023-10-28 12:53:11,20.171957,9363,464.1592285765828,0,0.0,485084.69444444455,696.4802182721664,520.1666666666666,119.0,66,1.7279744182622332,0.6520883935416958,1.3389558826123034,42.39714871046703,6.511309293104347,4.1790805,0.22927,0.0,1.8198231671391911,0.6418187666842612,1.5580722345751288,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
192.184.69.252,172.17.0.2,443,60634,2023-10-28 12:53:11,20.041932,4122,205.66879480481225,0,0.0,35809.7856,189.23473676891356,164.88,66.0,66,1.567576889238078,0.5225256297460259,1.1477118920967584,36.18757594033673,6.015611019700056,4.52685648,0.233912,0.0,2.140901962880265,0.7525181507207417,1.3288716013590196,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
18.172.139.79,172.17.0.2,443,42106,2023-10-28 12:53:11,19.950227,2105,105.51258389190258,0,0.0,24026.75555555555,155.0056629789878,140.33333333333334,66.0,66,1.438657115580541,0.4795523718601803,1.1045534179025258,45.67452764863437,6.758293249677345,2.7087056,0.057013,0.0,1.1770838444129057,0.4007972871152519,2.4950268680647114,-1,-1,-1,,-1,,-0.0,1.0,NonDoH
