SourceIP,DestinationIP,SourcePort,DestinationPort,TimeStamp,Duration,FlowBytesSent,FlowSentRate,FlowBytesReceived,FlowReceivedRate,PacketLengthVariance,PacketLengthStandardDeviation,PacketLengthMean,PacketLengthMedian,PacketLengthMode,PacketLengthSkewFromMedian,PacketLengthSkewFromMode,PacketLengthCoefficientofVariation,PacketTimeVariance,PacketTimeStandardDeviation,PacketTimeMean,PacketTimeMedian,PacketTimeMode,PacketTimeSkewFromMedian,PacketTimeSkewFromMode,PacketTimeCoefficientofVariation,ResponseTimeTimeVariance,ResponseTimeTimeStandardDeviation,ResponseTimeTimeMean,ResponseTimeTimeMedian,ResponseTimeTimeMode,ResponseTimeTimeSkewFromMedian,ResponseTimeTimeSkewFromMode,ResponseTimeTimeCoefficientofVariation,DoH
172.17.0.2,108.156.120.91,55932,443,2023-10-16 13:27:49,1.065106,500281,469700.6682902922338246146393,0,0E+6,49860314.239594184,7061.183628797242,8069.048387096775,4350.0,4350,1.5800672731110892,0.5266890910370298,0.8750949665996289,0.2165894502552570239334027055,0.4653917170032756652321252803,0.5117730322580645161290322581,0.136713,0.0,2.417705463301732881205189015,1.0996608095078375,0.9093713182772772520754464799,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
172.64.155.119,172.17.0.2,443,60998,2023-10-16 13:27:49,15.304044,2100,137.2186331926384947664813300,0,0E+6,24056.710059171597,155.10225678297397,161.53846153846155,101.0,66,1.1709396651107986,0.6159708022310936,0.9601568277041245,49.30118719653120710059171595,7.021480413454929456155470382,4.754312846153846153846153846,0.086008,0.0,1.994581443483711190721030603,0.6771097498247496,1.476865456831512720749908176,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
172.17.0.2,172.64.155.119,60998,443,2023-10-16 13:27:49,15.318447,4253,277.6391105442999541663720872,0,0E+6,275367.0488888889,524.7542747695238,283.53333333333336,97.0,66,1.0664038901746553,0.4145432325041577,1.8507674868429007,55.52988396320478222222222222,7.451837623244670662301303240,6.130168866666666666666666667,0.070411,0.0,2.439569206834703057570084169,0.8226385458996993,1.215600709429832236753277352,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
146.75.77.44,172.17.0.2,443,55290,2023-10-16 13:27:49,1.030324,4118,3996.801006285401485358003890,0,0E+6,9722.283446712016,98.60164018266642,98.04761904761905,66.0,66,0.9750634671466499,0.32502115571554996,1.0056505312462334,0.2061823170494200680272108843,0.4540730305241878908250044485,0.6460776428571428571428571429,0.9846305,0.0,-2.236773609425959053312201356,1.4228496286407988,0.7028149565989393437067064450,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
172.17.0.2,146.75.77.44,55290,443,2023-10-16 13:27:49,1.009057,231903,229821.5066145916434849567467,0,0E+6,18690550.37333333,4323.256917340598,5153.4,4206.0,8346,0.6574210264025543,-0.7384710326130448,0.8389135167735084,0.2118928551252622222222222222,0.4603182107252136752272817400,0.5713804,0.963364,0.0,-2.554647573354385967952927453,1.2412726385510844,0.8056247829383256324985626738,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
172.64.155.119,172.17.0.2,443,32772,2023-10-16 13:27:49,21.698108,2466,113.6504620587195897448754518,0,0E+6,21200.609375,145.6042903729145,154.125,101.0,66,1.094576262772317,0.6052362864741047,0.9447155904163147,83.68567367970902734375,9.147987411431490778675045977,7.8875031875,0.0665545,0.0,2.564809614099425032807251085,0.86221185412254,1.159807760956482121063490978,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
172.17.0.2,172.64.155.119,32772,443,2023-10-16 13:27:49,21.731111,4866,223.9186022288506096167839739,0,0E+6,212556.81000000006,461.0388378434078,243.3,97.0,66,0.9519805360716113,0.3845662999441711,1.8949397363066494,86.8995483230849475,9.321992722754343981745438932,9.99602705,15.1701635,0.0,-1.665138539757799304980117727,1.0723058199348714,0.9325697775852201182014047203,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
142.250.191.136,172.17.0.2,443,59948,2023-10-16 13:27:50,0.553974,4584,8274.756577023470415579070498,0,0E+6,8084.0841316118285,89.91153503089483,93.55102040816327,66.0,66,0.9192709388855289,0.30642364629517627,0.9610962514209962,0.02980450130276051645147855057,0.1726398021974090320507556671,0.2332851224489795918367346939,0.183210,0.0,0.8701664705057994380961569021,1.351282377989661,0.7400377717407421093524800025,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
172.17.0.2,142.250.191.136,59948,443,2023-10-16 13:27:50,0.555875,261723,470830.6723633910501461659546,0,0E+6,20897960.057248387,4571.428666975827,4591.631578947368,2866.0,2866,1.1324457000150059,0.3774819000050019,0.9956000581440001,0.03256136410780116959064327484,0.1804476769254765706545768758,0.2503096666666666666666666667,0.166608,0.0,1.391566820246205395085541661,1.3871592637351742,0.7208977556818683416990562721,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
18.154.185.17,172.17.0.2,443,50054,2023-10-16 13:27:50,0.109398,1861,17011.27991370957421525073585,0,0E+6,26091.07638888888,161.52732396993667,155.08333333333334,70.0,66,1.5802279993662678,0.5515062785904473,1.04155179346547,0.000995789134805555555555555555,0.03155612673959774099885925580,0.06483283333333333333333333333,0.066513,0.0,-0.1597312636495087590260641812,2.054524430971397,0.4867306442918234484922905185,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
52.44.128.57,172.17.0.2,443,35684,2023-10-16 13:27:50,0.196695,1770,8998.703576603370700831236178,0,0E+6,54961.1875,234.4380248594498,221.25,70.0,66,1.935479537809756,0.6622219245068091,1.059606892020112,0.00332927619700,0.05769988038982403297924729923,0.0956365,0.1028395,0.0,-0.3745068421980813893550793584,1.6574817721262811,0.6033248852668597552111097670,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
23.203.117.150,172.17.0.2,443,44246,2023-10-16 13:27:50,2.927857,3948,1348.426511267456026711687080,0,0E+6,9404.857142857143,96.97864271506971,94.0,66.0,66,0.8661700932111217,0.2887233644037072,1.0316876884581885,1.973781788064692176870748299,1.404913445043747944866750996,1.361887214285714285714285714,0.130053,0.0,2.630413037823883657535468228,0.9693744615301239,1.031593093985099312982468705,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
104.18.41.170,172.17.0.2,443,53244,2023-10-16 13:27:50,0.199863,3181,15915.90239313930042078823994,0,0E+6,12274.817898022891,110.7917772130355,102.61290322580645,66.0,66,0.9913976690365427,0.33046588967884755,1.0797060967004404,0.002134385457877211238293444329,0.04619940971351486043024909988,0.1075171612903225806451612903,0.122852,0.0,-0.9957814702462401911405795763,2.3272410179489857,0.4296933546149453930648496914,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
172.17.0.2,23.203.117.150,44246,443,2023-10-16 13:27:50,2.907790,205863,70797.06581286819199460758858,0,0E+6,13642102.7614927,3693.521728850759,4787.511627906977,5858.0,5858,-0.8694859139974026,-0.2898286379991342,0.7714909155146025,1.957394459981200648999459167,1.399069140529230831551103291,1.315993906976744186046511628,0.107989,0.059011,2.590304235828805210757140379,0.8984423075054467,1.063127369444541602929904028,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
146.75.8.239,172.17.0.2,443,51712,2023-10-16 13:27:50,15.445025,4243,274.7162921393782140203722558,0,0E+6,873140.234375,934.4197313707582,530.375,97.5,66,1.3897662435862377,0.4969661752741239,1.76180953357673,55.2805301634961875,7.435087771068757699336329219,5.79159825,0.0532905,0.0,2.315362478569024145396861790,0.7789549267375341,1.283771327037188344225418125,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
146.75.8.239,172.17.0.2,443,51720,2023-10-16 13:27:50,15.444245,4301,278.4856106595045597890994348,0,0E+6,797752.3209876544,893.1698164333893,477.8888888888889,78.0,66,1.3431563008445386,0.4611540619830235,1.8689905482214608,58.33352339232046913580246913,7.637638600530956592756336640,6.863024555555555555555555556,0.052647,0.0,2.675058841517629092682095904,0.8985793796368486,1.112867736186133569693981048,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
146.75.8.239,172.17.0.2,443,51724,2023-10-16 13:27:50,15.380710,6389,415.3904468649366641722001130,0,0E+6,307408.075255102,554.4439333738823,228.17857142857142,66.0,66,0.8775201332352301,0.2925067110784101,2.4298685450725785,22.33644453806147959183673470,4.726144785981644002456550826,1.722477142857142857142857143,0.0855685,0.0,1.039055329649924412727700385,0.3644571253860509,2.743806967529447458327944288,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
172.17.0.2,18.154.185.17,50054,443,2023-10-16 13:27:50,0.138100,13802,99942.07096307023895727733526,0,0E+6,1720461.4722222222,1311.6636276966067,1150.1666666666667,660.5,66,1.1199517688690428,0.8265584588714684,1.140411790491181,0.001216645319076388888888888889,0.03488044321788914552222299976,0.05994558333333333333333333333,0.0747355,0.0,-1.272052356755721219680780201,1.7186015372244183,0.5818684426496110309303799100,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
172.17.0.2,104.18.41.170,53244,443,2023-10-16 13:27:50,0.127967,219513,1715387.560855533067118866583,0,0E+6,28474660.02083334,5336.165291745875,6097.583333333333,5134.0,8754,0.5417279716712466,-0.4978137897594147,0.8751278990440271,0.00101964638275,0.03193190227264890023874207679,0.0890695,0.098579,0.0,-0.8934168643136533016460145312,2.7893577789223034,0.3585054622811276614188030335,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
146.75.8.239,172.17.0.2,443,51738,2023-10-16 13:27:50,15.373283,13137,854.5344543517477691655061577,0,0E+6,653937.8824489797,808.6642581745404,375.34285714285716,66.0,66,1.1476067626921973,0.38253558756406575,2.15446822228126,40.39881371281785632653061226,6.356006113340189065313355187,3.824143971428571428571428571,0.120710,0.0,1.748000507892378678517345104,0.6016583217883217,1.662072913788807796499408780,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
172.17.0.2,146.75.8.239,51724,443,2023-10-16 13:27:50,15.356041,228748,14896.28739595055782932593108,0,0E+6,60157494.98615917,7756.126287403988,6727.882352941177,2954.0,66,1.4597038056497322,0.8589187573905454,1.1528332215876667,12.94201762156266522491349481,3.597501580480912759554954487,0.9656802647058823529411764706,0.0742165,0.0,0.7434023958816816867555914011,0.26843081041170536,3.725354770066265503506182812,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
172.17.0.2,146.75.8.239,51738,443,2023-10-16 13:27:50,15.350351,213926,13936.22855920362993654021331,0,0E+6,40201040.65373961,6340.429059120495,5629.631578947368,2658.0,66,1.4060396628865877,0.877485029336346,1.1262600349961147,34.73778044328030263157894737,5.893876520871497069539848472,3.1093795,0.085508,0.0,1.539159238894035607272726576,0.5275610184551733,1.895515333805827519458415569,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
172.17.0.2,52.44.128.57,35684,443,2023-10-16 13:27:50,0.146143,6716,45954.98929131056567882142833,0,0E+6,1944071.5,1394.2996449831005,839.5,168.5,66,1.4437355752352632,0.5547588015124074,1.6608691423265045,0.0022819938004375,0.04777021876062009410818548535,0.08081175,0.0764795,0.0,0.2720680444259136193377135811,1.6916763644092427,0.5911296161835388307787603331,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
172.17.0.2,146.75.8.239,51720,443,2023-10-16 13:27:50,15.418009,1570,101.8289715617626115019131199,0,0E+6,41549.91836734694,203.83797086741944,224.28571428571428,74.0,66,2.2118408113000196,0.7765271289354949,0.9088317172432714,57.72162010455914285714285714,7.597474587292750060373262460,6.606198,0.053982,0.0,2.587260776479196040446636041,0.8695255145768145,1.150052509369648027560370195,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
172.17.0.2,146.75.8.239,51712,443,2023-10-16 13:27:50,15.417990,1570,101.8290970483182308459144156,0,0E+6,41549.91836734694,203.83797086741944,224.28571428571428,74.0,66,2.2118408113000196,0.7765271289354949,0.9088317172432714,57.73539644482812244897959183,7.598381172646455385836866731,6.606380857142857142857142857,0.054068,0.0,2.586990323964257896344565401,0.8694458341896932,1.150157905963148002860655694,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
108.156.96.147,172.17.0.2,443,43094,2023-10-16 13:27:50,0.126938,1871,14739.47911578881028533614836,0,0E+6,26545.24305555556,162.9271096397268,155.91666666666666,70.0,66,1.581995780628225,0.551882782831508,1.044962755572807,0.000935394855,0.03058422559098072046523637657,0.055880,0.053890,0.0,0.1951986648228409393779070638,1.8270856600168095,0.5473197135107501872805364454,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
172.17.0.2,108.156.96.147,43094,443,2023-10-16 13:27:50,0.115011,23064,200537.3399066176278790724365,0,0E+6,10544961.107438019,3247.3005877864184,2096.7272727272725,212.0,66,1.7411944676289095,0.6253585764019323,1.5487472453022288,0.0007814338869256198347107438016,0.02795413899453209477639153569,0.04251872727272727272727272727,0.049411,0.0,-0.7396692914012706097074782776,1.5210172375920448,0.6574547449462975513256338226,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
99.84.168.45,172.17.0.2,443,35206,2023-10-16 13:27:50,0.083167,2070,24889.67980088256159293950726,0,0E+6,21999.6,148.32262133605917,138.0,66.0,66,1.4562849419347983,0.4854283139782661,1.0748016038844868,0.0006133641997066666666666666667,0.02476619065796487537543904490,0.0535356,0.050398,0.0,0.3800665241577156921671157933,2.161640469435004,0.4626116202669788958270579745,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
192.184.69.201,172.17.0.2,443,54536,2023-10-16 13:27:50,16.769997,4048,241.3834659600714299471848445,0,0E+6,44777.22902494332,211.60630667573054,192.76190476190476,74.0,66,1.6837197335129201,0.5990459677374222,1.097759990165598,47.94899141577556916099773243,6.924521024285764211791645161,4.424106952380952380952380952,0.226964,0.0,1.818382645237417140305770501,0.6389044002992655,1.565179390737637256892551104,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
172.17.0.2,99.84.168.45,35206,443,2023-10-16 13:27:50,0.082432,32039,388671.875,0,0E+6,5543319.24609375,2354.4254598720577,2002.4375,1494.0,66,0.6478491360193188,0.8224671084321473,1.1757797483677057,0.00038466538512109375,0.01961288824016222629533460500,0.0493535625,0.057542,0.0,-1.252508666709090988993740305,2.51638422121513,0.3973955930772419173455736858,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
157.240.254.7,172.17.0.2,443,54118,2023-10-16 13:27:50,0.533123,4077,7647.390939801884368147688245,0,0E+6,8826.724690082645,93.95065029089817,92.6590909090909,66.0,66,0.8512689638617735,0.28375632128725786,1.0139388307087367,0.03532170052657231404958677684,0.1879406835322578953442675040,0.2614178636363636363636363636,0.1297545,0.0,2.101674227662874929404073575,1.3909594172115174,0.7189282358824810256887371174,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
18.154.110.19,172.17.0.2,443,36514,2023-10-16 13:27:50,15.450236,2234,144.5932605819095578863649720,0,0E+6,20847.395555555562,144.3862720467412,148.93333333333334,97.0,66,1.079049952543715,0.5743851694327691,0.9694691498214494,46.22766800827544888888888887,6.799093175437107428204778644,4.149293466666666666666666667,0.047747,0.0,1.809747135758136758257882890,0.6102715994033884,1.638614677428240898315052572,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
18.172.122.89,172.17.0.2,443,56584,2023-10-16 13:27:50,0.080471,2318,28805.40815946117234780231388,0,0E+6,18823.283950617286,137.19797356600165,128.77777777777777,78.0,66,1.110317662673425,0.4575707362585596,1.0653854720397022,0.0005355347098395061728395061729,0.02314162288690026538000286760,0.05672377777777777777777777778,0.0720065,0.0,-1.981199282813473358467517562,2.451158160125723,0.4079704101789615728854170667,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
146.75.81.140,172.17.0.2,443,50114,2023-10-16 13:27:50,19.242878,4156,215.9760094098190509756388831,0,0E+6,9562.475907198097,97.78791288905852,101.36585365853658,66.0,66,1.0849762290762726,0.36165874302542417,0.9647027017448025,71.48704660398993932183224268,8.455001277586535014457586779,14.02079163414634146341463415,19.149502,0.0,-1.819766856611631311312924020,1.6582837984086682,0.6030330881599553389275346836,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
104.22.5.69,172.17.0.2,443,53864,2023-10-16 13:27:50,0.111190,1722,15487.00422699883083011062146,0,0E+6,29058.960000000003,170.46688828039305,172.2,85.5,66,1.525809514233483,0.6229948881645364,0.9899354720115741,0.00119066707649,0.03450604405738217914385209612,0.0623969,0.0629115,0.0,-0.04473998808535461175417191618,1.808289002826184,0.5530089484795266935352893512,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
34.120.253.250,172.17.0.2,443,34366,2023-10-16 13:27:50,0.094992,1963,20664.89809668182583796530234,0,0E+6,24137.384615384617,155.3621080424201,151.0,74.0,66,1.4868490323066916,0.5471089512816831,1.028888132731259,0.0007442219947692307692307692308,0.02728043245202008833490263227,0.059051,0.057735,0.0,0.1447191134870611117092954165,2.164591785847124,0.4619808716536568108059581086,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
52.84.18.67,172.17.0.2,443,39934,2023-10-16 13:27:50,0.095313,1733,18182.19969993600033573594368,0,0E+6,29606.21,172.06455184029045,173.3,85.5,66,1.5308208296412311,0.6236031701613671,0.992871043510043,0.00076765115756,0.02770651832258972231616890755,0.0533208,0.057360,0.0,-0.4373555658965731256447873805,1.9244857610465766,0.5196193290908936534367246469,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
23.201.56.80,172.17.0.2,443,59020,2023-10-16 13:27:50,0.356986,2026,5675.292588504871339492305020,0,0E+6,24302.74556213018,155.89337882710151,155.84615384615384,74.0,66,1.5750409888208512,0.576330787889334,1.0003030230761696,0.01174627103663905325443786982,0.1083802151531314005558516561,0.1012332307692307692307692308,0.064368,0.0,1.020441712091368698005860757,0.9340563739073355,1.070599192869708492822417334,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
172.17.0.2,18.154.110.19,36514,443,2023-10-16 13:27:50,15.492645,14269,921.0176829069535899131491104,0,0E+6,3839864.0255102045,1959.5570993237743,1019.2142857142857,121.0,66,1.3751285216811258,0.48644374080409875,1.9226154173756285,48.25522311901367857142857143,6.946597952884107900840187033,4.4477545,0.0864405,0.0,1.883503563721831992682002803,0.6402780944236695,1.561821353423195435098809305,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
172.17.0.2,157.240.254.7,54118,443,2023-10-16 13:27:50,0.455029,179935,395436.3348270110256708913058,0,0E+6,8179943.810000001,2860.06010601176,3598.7,2826.0,8346,0.8105074418287305,-1.6598602211265836,0.7947481329401618,0.0319193753129636,0.1786599432244497272385850922,0.23200342,0.102897,0.0,2.167913260295915688552917536,1.298575471439253,0.7700746102124258652677839499,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
172.17.0.2,18.172.122.89,56584,443,2023-10-16 13:27:50,0.116827,41429,354618.3673294700711308173624,0,0E+6,3173878.015432099,1781.5381038395162,2301.6111111111113,2354.5,2922,-0.08906161834243821,-0.3482321750805361,0.7740395826380383,0.000518677141098765432098765432,0.02277448443101984761368592138,0.04926188888888888888888888889,0.052917,0.0,-0.4814744924981953903712765060,2.163029816902992,0.4623144776764066621778234976,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
172.17.0.2,23.201.56.80,59020,443,2023-10-16 13:27:50,0.336784,13446,39924.69951066558981424295691,0,0E+6,1123750.4083044983,1060.070944939299,790.9411764705883,290.0,66,1.417663163570452,0.6838609999938253,1.3402652137414903,0.01450514188534948096885813149,0.1204372944122769679584707092,0.1226719411764705882352941176,0.069075,0.0,1.335058416199536406287071091,1.018554441754097,0.9817835542279472583231325526,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
172.17.0.2,34.120.253.250,34366,443,2023-10-16 13:27:50,0.090469,13918,153842.7527661408880389967834,0,0E+6,3465264.743801654,1861.5221577519978,1265.2727272727273,324.0,66,1.5169404081809412,0.6442430579075068,1.4712418260721352,0.0005534713072727272727272727273,0.02352597091030946745371064809,0.048607,0.055463,0.0,-0.8742678497059079528841612892,2.0660996387910866,0.4840037630446122462548737443,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
172.17.0.2,146.75.81.140,50114,443,2023-10-16 13:27:50,19.175228,251323,13106.64989224639206376059779,0,0E+6,32275755.25998264,5681.175517442023,5235.895833333333,2826.0,66,1.2725689389112909,0.9100045963130362,1.0850436483617383,64.18196627724245138888888879,8.011364819881968862134214819,14.74408058333333333333333333,19.121462,0.0,-1.639189394722068765985440852,1.8403956023501322,0.5433614374665038673153536122,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
172.17.0.2,52.84.18.67,39934,443,2023-10-16 13:27:50,0.090426,12003,132738.3717072523389290690731,0,0E+6,3887767.6100000003,1971.742277783788,1200.3,174.5,66,1.560751643190892,0.5752780232896045,1.6427078878478614,0.00066040955124,0.02569843480136484888173300709,0.0489634,0.0621905,0.0,-1.544113495888571331272970725,1.90530669974498,0.5248498838186247050191164643,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
172.17.0.2,104.22.5.69,53864,443,2023-10-16 13:27:50,0.134518,7606,56542.61883168051859230734920,0,0E+6,899996.2400000002,948.6813163544438,760.6,189.0,66,1.8075616863517119,0.7321742170165028,1.2472801950492292,0.00126741533189,0.03560077712480445278517163495,0.0647511,0.072299,0.0,-0.6360451043138395212392091352,1.8188114201272698,0.5498096113394900285118188718,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
172.17.0.2,192.184.69.201,54536,443,2023-10-16 13:27:50,16.812203,16613,988.1512851111778747853568030,0,0E+6,1179492.2275,1086.0443027335486,830.65,305.0,66,1.4520125892017965,0.704068883815691,1.3074631947674096,43.0086226396875275,6.558095961457679638609250395,3.66204235,0.1562675,0.156267,1.603716171860085986020122121,0.5345721335283367,1.790830180174644795849848759,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
23.206.214.243,172.17.0.2,443,56084,2023-10-16 13:27:51,21.538622,51325,2382.928675752794213111683747,0,0E+6,317066.2492641967,563.0863603961623,337.6644736842105,103.0,66,1.250240585755502,0.4824561431271033,1.667591364446501,83.653417258623659236495845,9.146224207760471210418772131,9.853257927631578947368421053,8.558365,0.0,0.4247303252853378971987804704,1.077303344397702,0.9282436606182441666985595803,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
74.119.119.139,172.17.0.2,443,36962,2023-10-16 13:27:51,20.687158,2663,128.7272036110518419204803289,0,0E+6,25077.74609375,158.35954689803202,166.4375,70.0,66,1.826934376026529,0.6342371013771079,0.9514655465146498,49.914054042293109375,7.064987901071955082460290718,4.381110625,0.1009825,0.0,1.817467284416970722237744456,0.6201158001042385,1.612602033091085227381194173,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
172.17.0.2,23.206.214.243,56084,443,2023-10-16 13:27:51,21.519490,190985,8874.977985073066322668427551,0,0E+6,7300390.306725013,2701.923445755822,1354.5035460992908,127.0,66,1.3629219007231148,0.47688380961469157,1.9947703005553885,83.40294530565248900960716262,9.132521300585752754240171131,10.27484354609929078014184397,15.367258,0.0,-1.672839609005046311931154350,1.1250828996632365,0.8888233927467240469226341171,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
35.190.60.146,172.17.0.2,443,51200,2023-10-16 13:27:51,0.145599,2285,15693.78910569440724180797945,0,0E+6,27781.56213017751,166.67801933721648,175.76923076923077,105.0,66,1.2737593904218387,0.6585705254101318,0.9482775717215817,0.001374709145976331360946745562,0.03707707035320254858588752070,0.06018284615384615384615384615,0.051791,0.0,0.6790056016214860705459956332,1.6231823491050943,0.6160737273611483103625717130,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
23.203.117.81,172.17.0.2,443,46688,2023-10-16 13:27:51,21.157826,1891,89.37591225109800978607159356,0,0E+6,36809.57638888888,191.85821949785964,157.58333333333334,66.0,66,1.4320470643326548,0.4773490214442183,1.217503243772774,83.50585212676008333333333333,9.138153649767554840428804925,5.3211245,0.0506545,0.0,1.730263093179899779951101104,0.5822975519934874,1.717335057611892907303485368,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
146.75.8.239,172.17.0.2,443,51742,2023-10-16 13:27:51,15.006419,4606,306.9353188125694744362395852,0,0E+6,56362.888468809084,237.40869501517648,200.2608695652174,78.0,66,1.5449417666535148,0.5655263365844065,1.1854971744136036,36.28496524650106994328922494,6.023700295209006324595498596,3.416578869565217391304347826,0.459981,0.0,1.472482556237120028695408136,0.5671893856144566,1.763079538092314738662889599,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
13.249.141.34,172.17.0.2,443,36758,2023-10-16 13:27:51,0.093282,2087,22373.01944640981111039643232,0,0E+6,23258.115555555545,152.50611645293296,139.13333333333333,66.0,66,1.4386308241460735,0.4795436080486911,1.0961148762788666,0.0008231231393066666666666666667,0.02869012267848756806125269619,0.0601526,0.052617,0.0,0.7879645637399464327700595469,2.0966309790338973,0.4769556540945456731920597977,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
18.160.225.84,172.17.0.2,443,37964,2023-10-16 13:27:51,0.442107,2330,5270.217390812631331329293587,0,0E+6,19083.469135802472,138.14293009706458,129.44444444444446,66.0,66,1.37780003073337,0.4592666769111234,1.067198601608224,0.02500653648494135802469135802,0.1581345518377984275011004802,0.1451759444444444444444444444,0.0840585,0.0,1.159470407968786333120993274,0.9180532828357091,1.089261395494574856876659105,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
172.17.0.2,146.75.8.239,51742,443,2023-10-16 13:27:51,14.992171,26651,1777.661153944949000381599169,0,0E+6,966267.0815972224,982.9888512069821,1110.4583333333333,837.0,66,0.8345720289631834,1.0625332444522384,0.885210026977133,29.62569909422220659722222223,5.442949484812642149864368920,2.691259958333333333333333333,0.4448545,0.0,1.238155230689593310116158197,0.4944488215153759,2.022454006332186069117113100,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
172.17.0.2,74.119.119.139,36962,443,2023-10-16 13:27:51,20.684714,6861,331.6942163183885452803456698,0,0E+6,595477.9234693877,771.672160615755,490.07142857142856,117.5,66,1.448431526702229,0.5495486946594538,1.5746116088938305,68.61188829661522959183673471,8.283229339853824763942571673,5.705304642857142857142857143,0.130752,0.0,2.018978014783127224065759487,0.6887778194679111,1.451846984231448598559198052,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
172.17.0.2,35.190.60.146,51200,443,2023-10-16 13:27:51,0.156214,8463,54175.68207715057549259349354,0,0E+6,2292701.0208333335,1514.1667744450522,705.25,85.5,66,1.2279030496369345,0.4221793865700742,2.1469929449770326,0.001918193902972222222222222222,0.04379719058309816088907481267,0.06905883333333333333333333333,0.061057,0.0,0.5481059328326871790831635193,1.5767868307056192,0.6342011364671885212233261881,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
172.17.0.2,23.203.117.81,46688,443,2023-10-16 13:27:51,21.135085,13244,626.6357575566883218118119705,0,0E+6,2890922.909090909,1700.27142218262,1204.0,640.0,66,0.9951352342486578,0.6693049034131043,1.4121855665968603,66.19729157747261157024793392,8.136171801128133231464904006,3.875693545454545454545454545,0.058162,0.0,1.407614651742685607733669323,0.47635345469440005,2.099281510704147885088530292,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
141.148.8.2,172.17.0.2,443,43560,2023-10-16 13:27:51,15.108991,4340,287.2461834148951442224037330,0,0E+6,190893.28888888896,436.9133654271622,289.3333333333333,97.0,66,1.3206279451668357,0.5111615963384054,1.5100692353473348,50.08724147549616,7.077234027181534428645724170,5.0795122,0.082785,0.0,2.118084769053447424118460876,0.7177256228197508,1.393290093324617751414343324,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
172.17.0.2,13.249.141.34,36758,443,2023-10-16 13:27:51,0.092607,44729,482998.0455041195589966201259,0,0E+6,18137002.37109375,4258.755965196146,2795.5625,910.0,66,1.328248799937864,0.640929539590157,1.5233985880108727,0.000500042231875,0.02236162408849142602901442935,0.0557265,0.0617995,0.0,-0.8147440421993562657674350624,2.4920596008355247,0.4012745119196688474785681740,-1,-1,-1,nan,-1,nan,-0.0,1.0,False
